idspecies,CN_name,CN_language,CN_sourceid
"9942","Onagre","French",
"9943","ligetszépefaj","Hungarian",
"9955","Ungeteilte Nachtkerze","German",
"9956","Issler-Nachtkerze","German",
"9956","Isslers Nachtkerze","German",
"9956","Onagre d'Issler","French",
"9956","pupalka Isslerova","Czech",
"9956","Wiesiołek Isslera","Polish",
"9964","Onagre d'Italie","French",
"9965","Karpytalapė nakviša","Lithuanian",
"9965","Ner-ha'layla ha'mefutzal","Hebrew (western characters)",
"9965","Onagre laciniée","French",
"9965","נר הלילה המפוצל","Hebrew (Hebrew characters)",
"9967","Onagre à longues fleurs","French",
"9969","pupalka missourská","Czech",
"9973","pupalka moravská","Czech",
"9974","Kahle Nachtkerze","German",
"9974","Onagre nue","French",
"9977","Küsten-Nachtkerze","German",
"9977","Oakes' Nachtkerze","German",
"9977","Onagre","French",
"9977","Onagre d'Oakes","French",
"9977","pupalka nicí","Czech",
"9977","Schmalblättrige Nachtkerze","German",
"9977","Schmale Nachtkerze","German",
"9977","Syrten-Nachtkerze","German",
"9977","Wiesiołek piaskowy","Polish",
"9977","zátonylakó ligetszépe","Hungarian",
"9997","Onagre","French",
"9997","Seltsame Nachtkerze","German",
"9997","Wiesiołek dziwny","Polish",
"9998","Enagra a fiore piccolo","Italian",
"9998","Kleinblütige Nachtkerze","German",
"9998","Kleine teunisbloem","Dutch",
"9998","Onagre à petites fleurs","French",
"9998","Onagre de Nouvelle-Écosse","French",
"9998","Onagre muriquée","French",
"9998","pupalka malokvětá","Czech",
"9998","Wiesiołek drobnokwiatowy","Polish",
"10006","Dichtfrüchtige Nachtkerze","German",
"10006","Dickfrucht-Nachtkerze","German",
"10006","Dickfrüchtige Nachtkerze","German",
"10006","Enagra di Chicago","Italian",
"10006","Onagre de Chicago","French",
"10006","pupalka chicagská","Czech",
"10006","Wiesiołek późnokwitnący","Polish",
"10019","Enagra rosea","Italian",
"10019","Ner-ha'layla ha'varod","Hebrew (western characters)",
"10019","Onagre rosée","French",
"10019","Rosa Nachtkerze","German",
"10019","נר הלילה הורוד","Hebrew (Hebrew characters)",
"10030","Onagre","French",
"10030","pirosszárú ligetszépe","Hungarian",
"10030","punavarrene kuningakepp","Estonian",
"10030","pupalka ","Czech",
"10030","Raudonstiebė nakviša","Lithuanian",
"10030","Rotstängel-Nachtkerze","German",
"10030","s","Latvian",
"10034","Enagra","Italian",
"10035","Onagre","French",
"10035","pompás ligetszépe","Hungarian",
"10036","Enagra a foglie strette","Italian",
"10036","Fragrant Evening-primrose","English",
"10036","Onagre striée","French",
"10036","pupalka tuhá","Czech",
"10036","Steife Nachtkerze","German",
"10040","Enagra di Stucchi","Italian",
"10041","Duft-Nachtkerze","German",
"10041","Duftende Nachtkerze","German",
"10041","Enagra con frutti allungati","Italian",
"10041","illatos ligetszépe","Hungarian",
"10041","Onagre à odeur suave","French",
"10041","pupalka voňavá","Czech",
"10041","Wiesiołek pachnący","Polish",
"10047","Onagre de Silésie","French",
"10047","pupalka slezská","Czech",
"10047","Schlesische Nachtkerze","German",
"10047","Wiesiołek śląski","Polish",
"10056","pupalka Victorinova","Czech",
"10056","Victorin-Nachtkerze","German",
"10056","Wiesiołek nyski","Polish",
"10064","magyar ligetszépe","Hungarian",
"10064","Onagre à feuilles de Saule","French",
"10064","Onagre de Hongrie","French",
"10064","Onagre velue","French",
"10064","pupalka vrbolistá","Czech",
"10064","Weidenblatt-Nachtkerze","German",
"10064","Weidenblättrige Nachtkerze","German",
"10064","Wiesiołek wierzbolistny","Polish",
"10083","Grenadier","French",
"10083","Grenadier commun","French",
"10083","rodia","Greek",
"10083","rodkia","Greek",
"10083","romãzeira","Portuguese",
"10083","romazeira","Spanish",
"10083","romeira","Portuguese",
"10083","romeira","Spanish",
"10083","rovkia","Greek",
"10083","Rummien","Maltese",
"10084","Harmal","French",
"10084","törökpirosító","Hungarian",
"10085","kotvi","Czech",
"10088","cserjés járomfű","Hungarian",
"10088","Fabagelle","French",
"10088","harilik seigleht","Estonian",
"10088","lantana","Spanish",
"10088","morsana","Spanish",
"10088","morsana común","Spanish",
"10089","jesenec okrouhlolistý","Czech",
"10089","Staff-vine","English",
"10092","Kletternder Baumwürger","German",
"10092","kúszó fafojtó","Hungarian",
"10096","Fortīna segliņš","Latvian",
"10096","Fusain de Chine","French",
"10097","kúszó kecskerágó","Hungarian",
"10101","Evergreen Spindle","English",
"10101","Evonimo del Giappone","Italian",
"10101","Fusain du Japon","French",
"10106","Large-leaved Spindle","English",
"10109","pundursegliņš ","Latvian",
"10115","planta-do-rato-mickey","Spanish",
"10128","Acalifa della Virginia","Italian",
"10128","Virginischer Katzenschwanz","German",
"10134","Euphorbe à graines entaillées","French",
"10134","Querfurchen-Zwergwolfsmilch","German",
"10138","Euforbia sdraiata","Italian",
"10138","Euphorbe couchée","French",
"10138","kúszó törpekutyatej","Hungarian",
"10138","Niederliegende Zwergwolfsmilch","German",
"10138","pryšec poléhavý","Czech",
"10138","Wilczomlecz rozesłany","Polish",
"10154","Euforbia macchiata","Italian",
"10154","Euphorbe à feuilles tachées","French",
"10154","Euphorbe de Jovet","French",
"10154","Euphorbe maculée","French",
"10154","Euphorbe tachetée","French",
"10154","Flecken-Zwergwolfsmilch","German",
"10154","Gefleckte Wolfsmilch","German",
"10154","Gefleckte Zwergwolfsmilch","German",
"10154","ġemmugħa ħarma","Maltese",
"10154","Halavliv ma'adim","Hebrew (western characters)",
"10154","Halavlouv natuy","Hebrew (western characters)",
"10154","lleterola","Spanish",
"10154","Niedrige Wolfsmilch","German",
"10154","nogueruela","Spanish",
"10154","pryšec skvrnitý","Czech",
"10154","Spotted Spurge","English",
"10154","vörösfoltú törpekutyatej","Hungarian",
"10154","Wilczomlecz plamisty","Polish",
"10154","חלבלוב מ","Hebrew (Hebrew characters)",
"10154","חלבלוב נטוי","Hebrew (Hebrew characters)",
"10173","bókoló törpekutyatej","Hungarian",
"10173","Euforbia delle ferrovie","Italian",
"10173","Euphorbe penchée","French",
"10173","lleterola","Spanish",
"10173","Nickende Zwergwolfsmilch","German",
"10173","nogueruela","Spanish",
"10186","Euphorbe","French",
"10189","Euforbia prostrata","Italian",
"10189","Euphorbe prostrée","French",
"10189","Halavluv poshet","Hebrew (western characters)",
"10189","heverő törpekutyatej","Hungarian",
"10189","Hingestreckte Zwergwolfsmilch","German",
"10189","lleterola","Spanish",
"10189","nogueruela","Spanish",
"10189","חלבלוב פושט","Hebrew (Hebrew characters)",
"10197","Euforbia serpeggiante","Italian",
"10197","Euphorbe rampante","French",
"10197","Halavluv zohel","Hebrew (western characters)",
"10197","lleterola","Spanish",
"10197","nogueruela","Spanish",
"10197","Schlängelige Zwergwolfsmilch","German",
"10197","Schlängelnde Zwergwolfsmilch","German",
"10197","חלבלוב זוחל","Hebrew (Hebrew characters)",
"10222","Euphorbe","French",
"10222","Twiggy Spurge","English",
"10227","Spitzblatt-Wolfsmilch","German",
"10229","Euphorbe d'Alep","French",
"10233","bozontos kutyatej kárpáti alfaja","Hungarian",
"10235","Graue Zwergwolfsmilch","German",
"10235","Halavlouv","Hebrew (western characters)",
"10235","lleterola","Spanish",
"10235","pryšec šedavý","Czech",
"10235","חלבלוב","Hebrew (Hebrew characters)",
"10250","Mediterranean Spurge","English",
"10257","Coral Spurge","English",
"10260","ciprešu dievkr","Latvian",
"10260","ciprešu dievkrēsliņš ","Latvian",
"10260","Cypress Spurge","English",
"10260","küpress-piimalill","Estonian",
"10260","Siauralapė karpažolė","Lithuanian",
"10265","Sweet Spurge","English",
"10268","Euphorbe","French",
"10270","Leafy Spurge","English",
"10273","Euphorbe âcre","French",
"10273","Euphorbe Ésule","French",
"10274","Dwarf Spurge","English",
"10274","Kleine Wolfsmilch","German",
"10274","mazais dievkrēsliņš ","Latvian",
"10274","pryšec drobný","Czech",
"10274","väke piimalill","Estonian",
"10280","mlie","Czech",
"10280","pryšec srpovitý","Czech",
"10280","Sichel-Wolfsmilch","German",
"10282","mlie","Czech",
"10282","pryšec kolovratec","Czech",
"10282","Sonnenwend-Wolfsmilch","German",
"10282","Sun Spurge","English",
"10294","Halavlouv se'ir-pri","Hebrew (western characters)",
"10294","חלבלוב שעיר פרי","Hebrew (Hebrew characters)",
"10296","Caper Spurge","English",
"10296","catapúcia-menor","Portuguese",
"10296","Euphorbe des jardins","French",
"10296","Euphorbe Épurge","French",
"10296","Kreuzblaettrige Wolfsmilch","German",
"10296","Kreuzblättrige Wolfsmilch","German",
"10296","mlie","Czech",
"10296","morganheira","Portuguese",
"10296","pryšec sko","Czech",
"10296","Spring-Wolfsmilch","German",
"10296","tartago","Portuguese",
"10305"," „jégvirág","Hungarian",
"10305","Euforbia ","Italian",
"10305","eufórbia-marginada","Portuguese",
"10305","Euphorbe","French",
"10305","pryšec vroubený","Czech",
"10305","tarka kutyatej","Hungarian",
"10305","Weitrand-Wolfsmilch","German",
"10316","délszaki kutyatej","Hungarian",
"10316","Walzen-Wolfsmilch","German",
"10317","Balkan Spurge","English",
"10322","aed-piimalill","Estonian",
"10322","d","Latvian",
"10322","Daržinė karpažolė","Lithuanian",
"10322","Garten-Wolfsmilch","German",
"10322","mlie","Czech",
"10322","Petty Spurge","English",
"10322","pryšec okrouhlý","Czech",
"10328","Broad-leaved Spurge","English",
"10328","mlie","Czech",
"10336","Zweidrüsen-Wolfsmilch","German",
"10343","Saat-Wolfsmilch","German",
"10343","vetési kutyatej","Hungarian",
"10351","pryšec turínský","Czech",
"10351","Turiner Wolfsmilch","German",
"10356","Ruten-Wolfsmilch","German",
"10356","Rutenfoermige Wolfsmilch","German",
"10356","Waldstein's Spurge","English",
"10366","Annual Mercury","English",
"10366","bažanka ro","Czech",
"10366","Einjaehriges Bingelkraut","German",
"10366","Einjähriges Bingelkraut","German",
"10366","mercurial-anual","Portuguese",
"10366","Szczyr roczny","Polish",
"10366","üheaastane seljarohi","Estonian",
"10366","urtiga-bastarda","Portuguese",
"10366","urtiga-morta","Portuguese",
"10366","vasaras kaņepene","Latvian",
"10366","Vienametis laiškenis","Lithuanian",
"10366","viengadīg","Latvian",
"10375","Phylanthus agol-alim","Hebrew (western characters)",
"10375","פילנתוס עגול עלי","Hebrew (Hebrew characters)",
"10378","quebra-pedra","Spanish",
"10379","  חלבלוב קעור","Hebrew (Hebrew characters)",
"10379","Halavlouv","Hebrew (western characters)",
"10379","Halavlouv ka'our","Hebrew (western characters)",
"10379","חלבלוב","Hebrew (Hebrew characters)",
"10386","árbol del demonio","Spanish",
"10386","bafureira","Portuguese",
"10386","cagamuja","Spanish",
"10386","cagamutxo","Spanish",
"10386","carrapateira","Portuguese",
"10386","carrapateira","Spanish",
"10386","carrapateiro","Portuguese",
"10386","Castor-oil-plant","English",
"10386","catapucia mayor","Spanish",
"10386","catapúcia-do-inferno","Portuguese",
"10386","Cicayon matzuy","Hebrew (western characters)",
"10386","enfiter","Spanish",
"10386","erva-dos-carrapatos","Portuguese",
"10386","figuera infernal","Spanish",
"10386","flor de la pasión","Spanish",
"10386","higuera  infernal","Spanish",
"10386","higuera del infierno","Spanish",
"10386","higuera infernal","Spanish",
"10386","higuerillo","Spanish",
"10386","hint yagi","Turkish",
"10386","kourtounia","Greek",
"10386","mamoreiro","Portuguese",
"10386","Paprastasis ricinmedis","Lithuanian",
"10386","retsinoladia","Greek",
"10386","ricí","Spanish",
"10386","Ricin","French",
"10386","ricín oby","Czech",
"10386","riciner","Spanish",
"10386","rícino","Portuguese",
"10386","ricino","Spanish",
"10386","ricinus","Hungarian",
"10386","Riġnu","Maltese",
"10386","riitsinus","Estonian",
"10386","Rizinus","German",
"10386","sko","Czech",
"10386","tártago","Spanish",
"10386","קיקיון מצוי","Hebrew (Hebrew characters)",
"10394","Len austriacki","Polish",
"10394","oesterreicher Lein","German",
"10394","Österreichischer Lein","German",
"10396","Lin d'Autriche","French",
"10399","Großblüten-Lein","German",
"10401","Lin de Narbonne","French",
"10402","Daugiametis linas","Lithuanian",
"10402","Len trwały","Polish",
"10404","Echter Lein","German",
"10404","Flachs","German",
"10404","Flax","English",
"10404","len setý","Czech",
"10404","Lin","French",
"10404","Lin cultivé","French",
"10404","linari","Greek",
"10404","linho","Spanish",
"10404","Pishta tarbutit","Hebrew (western characters)",
"10404","Saat-Lein","German",
"10404","פשתה תרבותית","Hebrew (Hebrew characters)",
"10415","caña común","Spanish",
"10415","Fior di passione","Italian",
"10415","Fjur tal-passjoni","Maltese",
"10415","Fleur de la Passion","French",
"10415","flor de pasión","Spanish",
"10415","flor-da-paixão","Portuguese",
"10415","flor-da-paixao","Spanish",
"10415","hierba de la pasión","Spanish",
"10415","maracujazeiro-azul","Portuguese",
"10415","martírios","Portuguese",
"10415","pasionaria","Spanish",
"10415","pasionaria azul","Spanish",
"10415","passiflora","Portuguese",
"10415","Passiflore bleue","French",
"10415","rologaki","Greek",
"10415","roloi","Greek",
"10419","Maracujá Banana","Portuguese",
"10421","Sha'avanit ha'tout","Hebrew (western characters)",
"10421","שעונית התות","Hebrew (Hebrew characters)",
"10426","Millepertuis","French",
"10427","Tall Tutsan","English",
"10433","Millepertuis intermédiaire","French",
"10436","Blut-Johanniskraut","German",
"10436","Mannsblut","German",
"10436","Menschenblut-Johanniskraut","German",
"10441","bőrlevelű orbáncfű","Hungarian",
"10441","Erba di San Giovanni arbustiva","Italian",
"10441","Großblumiges Johanniskraut","German",
"10441","Millepertuis à calice persistant","French",
"10441","raios-de-sol","Portuguese",
"10441","Rose-of-Sharon","English",
"10443","Canadees hertshooi","Dutch",
"10443","Grand Millepertuis","French",
"10443","Großes Kanadisches Johanniskraut","German",
"10448","Forrest's Tutsan","English",
"10450","Millepertuis fausse Gentiane","French",
"10453","Stinking Tutsan","English",
"10456","Millepertuis","French",
"10461","Erba di San Giovanni americana","Italian",
"10461","Millepertuis","French",
"10462","Round-leaved St John's-wort","English",
"10472","Millepertuis","French",
"10473","Turkish Tutsan","English",
"10475","Berlīnes papele ","Latvian",
"10475","Topola berlińska ","Polish",
"10481","álamo-híbrido","Portuguese",
"10481","Bastard-Schwarz-Pappel","German",
"10481","choupo-híbrico","Portuguese",
"10481","euroameerika pappel","Estonian",
"10481","Hybrid-Pappel","German",
"10481","Kan","Latvian",
"10481","Kanada-Pappel","German",
"10481","kanadai nyár","Hungarian",
"10481","lefka","Greek",
"10481","Peuplier du Canada","French",
"10481","Peuplier hybride euraméricain","French",
"10481","Peuplier noir hybride","French",
"10481","Pioppo del Canadà","Italian",
"10481","Topola kanadyjska","Polish",
"10524","Balm-of-Gilead","English",
"10529","alamo-blanco","Spanish",
"10529","balt","Latvian",
"10529","Baltoji tuopa","Lithuanian",
"10529","hõbehaab","Estonian",
"10529","White Poplar","English",
"10529","Witte abeel","Dutch",
"10532","balt","Latvian",
"10540","balz","Latvian",
"10540","Balzaminė tuopa","Lithuanian",
"10540","Eastern Balsam-poplar","English",
"10540","Echte Balsam-Pappel","German",
"10540","palsamipappel","Estonian",
"10540","Peuplier Baumier","French",
"10540","topol balzámový","Czech",
"10540","Topola włochata","Polish",
"10547","Grauwe abeel","Dutch",
"10547","Grey Poplar","English",
"10547","pelēcīg","Latvian",
"10547","Pilkoji tuopa","Lithuanian",
"10559","álamo-do-canadá","Portuguese",
"10559","chopo","Spanish",
"10559","choupo-do-canadá","Portuguese",
"10559","Didžioji tuopa","Lithuanian",
"10559","Peuplier de Virginie","French",
"10559","Peuplier noir d'Amérique","French",
"10559","Pioppo ","Italian",
"10568","laurlapu papele","Latvian",
"10570","Juodoji tuopa","Lithuanian",
"10570","meln","Latvian",
"10577","álamo-de-itália","Portuguese",
"10577","álamo-negro","Portuguese",
"10577","choupo-de-itália","Portuguese",
"10577","choupo-negro","Portuguese",
"10580"," olasz nyár","Hungarian",
"10580","chopo negro","Spanish",
"10580","jegenyenyár","Hungarian",
"10580","Pyramiden-Pappel","German",
"10580","Sarbaum","German",
"10580","Topola czarna włoska","Polish",
"10586","kínai nyár","Hungarian",
"10586","Peuplier de Simon","French",
"10589","Kvapioji tuopa","Lithuanian",
"10589","lõlhnav haab","Estonian",
"10591","Haarfrüchtige Balsam-Pappel","German",
"10591","Peuplier","French",
"10591","spilvaugļu papele","Latvian",
"10591","Topola kalifornijska","Polish",
"10591","Western Balsam-poplar","English",
