idspecies,ideunis,sourceid,habitat,level,belongsto,notes
5414,C,363,Inland surface water habitats,1,,
5416,C,,Inland surface water habitats,1,,
5419,C,76,Inland surface water habitats,1,,Aquatic
5419,C1,,Surface standing waters,2,C,lentic
5419,C1,427,Surface standing waters,2,C,
5419,D,329,"Mire, bog and fen habitats",1,,
5422,I,329,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5424,I,329,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5426,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5428,C3,191,Littoral zone of inland surface waterbodies,2,C,"Shady banks, by streams"
5428,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5428,H5,412,Miscellaneous inland habitats with very sparse or no vegetation,2,H,
5428,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
5428,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
5428,J1,329,"Buildings of cities, towns and villages",2,J,
5428,J4,287,Transport networks and other constructed hard-surfaced areas,2,J,roadsides
5428,X6,191,Crops shaded by trees,2,X,Tea plantations
5431,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5435,J,162,"Constructed, industrial and other artificial habitats",1,,
5437,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5438,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5440,E,,Grassland and tall forb habitats,1,,
5440,F,,"Heathland, scrub and tundra habitats",1,,
5440,G,,Woodland and forest habitats and other wooded land,1,,
5440,G,,Woodland and forest habitats and other wooded land,1,,
5443,F9,107,Riverine and fen scrubs,2,F,
5443,G,336,Woodland and forest habitats and other wooded land,1,,
5443,G1,384,Broadleaved deciduous woodland,2,G,citrus orchards
5443,G2,107,Broadleaved evergreen woodland,2,G,
5443,G4,107,Mixed deciduous and coniferous woodland,2,G,
5443,H,329,Inland unvegetated or sparsely vegetated habitats,1,,
5443,I,333,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5443,I1,166,Arable land and market gardens,2,I,irrigated land
5443,J,336,"Constructed, industrial and other artificial habitats",1,,
5443,J4,107,Transport networks and other constructed hard-surfaced areas,2,J,"tracks, ruderals"
5443,X11,107,Large parks,2,X,
5449,H,273,Inland unvegetated or sparsely vegetated habitats,1,,
5452,C,336,Inland surface water habitats,1,,
5452,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5452,J,363,"Constructed, industrial and other artificial habitats",1,,
5452,J2,288,Low density buildings,2,J,wall flora
5456,C,336,Inland surface water habitats,1,,
5456,D,273,"Mire, bog and fen habitats",1,,
5456,H,336,Inland unvegetated or sparsely vegetated habitats,1,,
5456,J,336,"Constructed, industrial and other artificial habitats",1,,
5464,G4,107,Mixed deciduous and coniferous woodland,2,G,Ancient anthropogenic woodlands
5464,I1,293,Arable land and market gardens,2,I,
5464,J,333,"Constructed, industrial and other artificial habitats",1,,
5478,G4,107,Mixed deciduous and coniferous woodland,2,G,ancient anthropogenic woodlands
5478,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5478,I2,272,Cultivated areas of gardens and parks,2,I,ruderals
5478,J,333,"Constructed, industrial and other artificial habitats",1,,"Pittosporum forest, waste places, ravines."
5478,J1,273,"Buildings of cities, towns and villages",2,J,
5485,I2,446,Cultivated areas of gardens and parks,2,I,Urban areas. Disturbed areas
5485,J,446,"Constructed, industrial and other artificial habitats",1,,Urban areas. Disturbed areas
5502,G1,235,Broadleaved deciduous woodland,2,G,Temperate broadleaf forest
5502,G4,242,Mixed deciduous and coniferous woodland,2,G,Mixed conifer/broadleaf forest
5502,I2,242,Cultivated areas of gardens and parks,2,I,Disturbed areas
5502,J,,"Constructed, industrial and other artificial habitats",1,,Disturbed areas
5505,G1,235,Broadleaved deciduous woodland,2,G,Temperate broadleaf forest
5505,G4,242,Mixed deciduous and coniferous woodland,2,G,Mixed conifer/broadleaf forest
5505,I2,242,Cultivated areas of gardens and parks,2,I,Disturbed areas
5505,J,,"Constructed, industrial and other artificial habitats",1,,Disturbed areas
5513,G,363,Woodland and forest habitats and other wooded land,1,,
5513,J,336,"Constructed, industrial and other artificial habitats",1,,
5517,J6,427,Waste deposits,2,J,
5532,I,328,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5532,I2,328,Cultivated areas of gardens and parks,2,I,
5532,J4,328,Transport networks and other constructed hard-surfaced areas,2,J,
5537,E1,412,Dry grasslands,2,E,
5537,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5537,F3,412,Temperate and mediterranean-montane scrub,2,F,
5537,G1,412,Broadleaved deciduous woodland,2,G,
5537,G3,412,Coniferous woodland,2,G,
5537,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
5537,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
5537,I5,412,,,,
5544,I,328,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5553,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5553,I,328,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5553,I5,412,,,,
5558,E,328,Grassland and tall forb habitats,1,,
5558,E1,412,Dry grasslands,2,E,
5558,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5558,F3,412,Temperate and mediterranean-montane scrub,2,F,
5558,G1,412,Broadleaved deciduous woodland,2,G,
5558,G3,412,Coniferous woodland,2,G,
5558,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
5558,H2,412,Screes,2,H,
5558,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
5558,I5,412,,,,
5568,J,336,"Constructed, industrial and other artificial habitats",1,,
5569,I,328,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5569,I2,328,Cultivated areas of gardens and parks,2,I,
5569,J4,328,Transport networks and other constructed hard-surfaced areas,2,J,
5572,E1,412,Dry grasslands,2,E,
5572,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5572,F3,412,Temperate and mediterranean-montane scrub,2,F,
5572,G1,412,Broadleaved deciduous woodland,2,G,
5572,G3,412,Coniferous woodland,2,G,
5572,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
5572,H2,412,Screes,2,H,
5572,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
5572,I5,412,,,,
5574,H2,328,Screes,2,H,
5585,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5585,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
5592,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5592,H2,328,Screes,2,H,
5592,H3,79,"Inland cliffs, rock pavements and outcrops",2,H,
5592,I2,79,Cultivated areas of gardens and parks,2,I,
5592,J,446,"Constructed, industrial and other artificial habitats",1,,Urban areas. Disturbed areas
5592,J2,427,Low density buildings,2,J,
5603,J,363,"Constructed, industrial and other artificial habitats",1,,
5603,J4,197,Transport networks and other constructed hard-surfaced areas,2,J,roadsides sprayed with herbicides
5603,J6,107,Waste deposits,2,J,
5605,J,336,"Constructed, industrial and other artificial habitats",1,,
5609,E1,412,Dry grasslands,2,E,
5609,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5609,F3,412,Temperate and mediterranean-montane scrub,2,F,
5609,G1,412,Broadleaved deciduous woodland,2,G,
5609,G3,412,Coniferous woodland,2,G,
5609,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
5609,H2,412,Screes,2,H,
5609,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
5609,J1,427,"Buildings of cities, towns and villages",2,J,
5609,J2,427,Low density buildings,2,J,
5614,E,328,Grassland and tall forb habitats,1,,
5614,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5614,I1,15,Arable land and market gardens,2,I,waste ground
5614,I2,242,Cultivated areas of gardens and parks,2,I,Disturbed areas
5614,J,363,"Constructed, industrial and other artificial habitats",1,,
5614,J1,427,"Buildings of cities, towns and villages",2,J,
5614,J2,427,Low density buildings,2,J,
5614,J3,379,Extractive industrial sites,2,J,
5614,J4,15,Transport networks and other constructed hard-surfaced areas,2,J,roadsides
5618,E1,412,Dry grasslands,2,E,
5618,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5618,H,76,Inland unvegetated or sparsely vegetated habitats,1,,Lowland pioneer
5618,I,363,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5618,I5,412,,,,
5618,J,745,"Constructed, industrial and other artificial habitats",1,,
5618,X25,745,Domestic gardens of villages and urban peripheries,2,X,
5630,B1,328,Coastal dunes and sandy shores,2,B,
5630,H,76,Inland unvegetated or sparsely vegetated habitats,1,,Lowland pioneer
5630,J,363,"Constructed, industrial and other artificial habitats",1,,
5647,E,,Grassland and tall forb habitats,1,,
5651,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
5657,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
5659,E,328,Grassland and tall forb habitats,1,,
5659,E1,412,Dry grasslands,2,E,
5659,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5659,I5,412,,,,
5662,J,363,"Constructed, industrial and other artificial habitats",1,,
5666,J,363,"Constructed, industrial and other artificial habitats",1,,
5667,E,328,Grassland and tall forb habitats,1,,
5667,E1,412,Dry grasslands,2,E,
5667,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5667,F3,412,Temperate and mediterranean-montane scrub,2,F,
5667,I,427,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5667,I5,412,,,,
5670,I,427,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5676,E,328,Grassland and tall forb habitats,1,,
5676,E1,328,Dry grasslands,2,E,
5676,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5676,I,427,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5682,E,328,Grassland and tall forb habitats,1,,
5682,I1,427,Arable land and market gardens,2,I,
5682,J,363,"Constructed, industrial and other artificial habitats",1,,
5689,J,363,"Constructed, industrial and other artificial habitats",1,,
5692,J,363,"Constructed, industrial and other artificial habitats",1,,
5706,H3,76,"Inland cliffs, rock pavements and outcrops",2,H,Mountain
5706,J,363,"Constructed, industrial and other artificial habitats",1,,
5715,E,328,Grassland and tall forb habitats,1,,
5715,E1,412,Dry grasslands,2,E,
5715,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5715,G3,412,Coniferous woodland,2,G,
5715,H3,412,"Inland cliffs, rock pavements and outcrops",2,H,
5715,I,427,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5715,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
5715,I5,412,,,,
5715,J,451,"Constructed, industrial and other artificial habitats",1,,Urban areas
5721,E,328,Grassland and tall forb habitats,1,,
5721,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5721,H5,412,Miscellaneous inland habitats with very sparse or no vegetation,2,H,
5721,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5721,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
5721,I5,412,,,,
5721,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
5721,J1,427,"Buildings of cities, towns and villages",2,J,
5721,J4,197,Transport networks and other constructed hard-surfaced areas,2,J,roadsides sprayed with herbicides
5721,J6,427,Waste deposits,2,J,
5737,H5,260,Miscellaneous inland habitats with very sparse or no vegetation,2,H,Waste places
5737,I1,260,Arable land and market gardens,2,I,Cultivated fields
5737,J,333,"Constructed, industrial and other artificial habitats",1,,"waste places, roadsides, gravel paths."
5747,B,68,Coastal habitats,1,,
5747,B1,107,Coastal dunes and sandy shores,2,B,
5747,J,32,"Constructed, industrial and other artificial habitats",1,,disturbed grounds
5747,J1,399,"Buildings of cities, towns and villages",2,J,generally in the town of Skiathos
5747,J4,32,Transport networks and other constructed hard-surfaced areas,2,J,roadsides
5764,I1,242,Arable land and market gardens,2,I,Agricultural areas
5764,I2,242,Cultivated areas of gardens and parks,2,I,Disturbed areas
5764,J,363,"Constructed, industrial and other artificial habitats",1,,
5766,D5,412,"Sedge and reedbeds, normally without free-standing water",2,D,
5766,E3,412,Seasonally wet and wet grasslands,2,E,
5766,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5766,G1,412,Broadleaved deciduous woodland,2,G,
5766,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
5780,J6,427,Waste deposits,2,J,
5780,X25,744,Domestic gardens of villages and urban peripheries,2,X,
5786,G1,242,Broadleaved deciduous woodland,2,G,Temperate broadleaf forest
5786,G4,242,Mixed deciduous and coniferous woodland,2,G,Mixed conifer/broadleaf forest
5786,I2,242,Cultivated areas of gardens and parks,2,I,Disturbed areas
5786,J,,"Constructed, industrial and other artificial habitats",1,,Disturbed areas
5789,E1,412,Dry grasslands,2,E,
5789,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5789,I,328,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5789,I5,412,,,,
5794,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
5794,I,363,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5794,I1,427,Arable land and market gardens,2,I,
5794,J,363,"Constructed, industrial and other artificial habitats",1,,
5803,I,328,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
5803,I5,412,,,,
5808,J,363,"Constructed, industrial and other artificial habitats",1,,
5808,J6,427,Waste deposits,2,J,
5821,G,427,Woodland and forest habitats and other wooded land,1,,
5835,F3,427,Temperate and mediterranean-montane scrub,2,F,
5851,G,765,Woodland and forest habitats and other wooded land,1,,
5851,G1,744,Broadleaved deciduous woodland,2,G,
5851,I1,446,Arable land and market gardens,2,I,Agricultural areas
5851,I2,446,Cultivated areas of gardens and parks,2,I,Disturbed areas
5851,J,828,"Constructed, industrial and other artificial habitats",1,,
5851,X25,744,Domestic gardens of villages and urban peripheries,2,X,
5865,C,162,Inland surface water habitats,1,,
